name,version,description,author,license,categories,last_publish,days_since_publish,downloads_last_month,github_stars,package_size_kb,gzip_size_kb,npm_url,repository,homepage
better-auth,1.4.1,The most comprehensive authentication framework for TypeScript.,Unknown,MIT,"Full-stack Framework, Security",2025-11-24,0,1951049,23300,"784,24","167,32",https://www.npmjs.com/package/better-auth,https://github.com/better-auth/better-auth,https://better-auth.com
next-i18next,15.4.2,The easiest way to translate your NextJs apps.,i18next,MIT,"Frontend Framework, Full-stack Framework",2025-02-06,291,1866792,6100,"16,42","4,92",https://www.npmjs.com/package/next-i18next,ssh://git@github.com/i18next/next-i18next,https://github.com/i18next/next-i18next#readme
apollo-client,2.6.10,A simple yet functional GraphQL client.,Sashko Stubailo,MIT,"Frontend Framework, Full-stack Framework, API Framework, CLI Tool",2022-06-13,1260,1745022,19674,"57,63","15,58",https://www.npmjs.com/package/apollo-client,https://github.com/apollographql/apollo-client,https://github.com/apollographql/apollo-client#readme
react-final-form,7.0.0,🏁 High performance subscription-based form state management for React,Erik Rasmussen,MIT,"Frontend Framework, Database/ORM, UI Component, State Management",2025-06-07,170,1721256,7400,"9,7","3,54",https://www.npmjs.com/package/react-final-form,https://github.com/final-form/react-final-form,https://github.com/final-form/react-final-form#readme
urql,5.0.1,A highly customizable and versatile GraphQL client for React,urql GraphQL Contributors,MIT,"Frontend Framework, API Framework, CLI Tool, State Management",2025-08-29,87,1686510,8896,"6,05","2,17",https://www.npmjs.com/package/urql,https://github.com/urql-graphql/urql,https://formidable.com/open-source/urql/docs/
@stitches/react,1.2.8,The modern CSS-in-JS library,Unknown,MIT,"Frontend Framework, Full-stack Framework, Database/ORM, UI Component",2023-05-21,918,1642626,7800,"17,23","6,3",https://www.npmjs.com/package/@stitches/react,https://github.com/modulz/stitches,https://stitches.dev/
csurf,1.11.0,CSRF token middleware,Jonathan Ong,MIT,Web Framework,2025-05-14,194,1630990,2300,13,"4,68",https://www.npmjs.com/package/csurf,https://github.com/expressjs/csurf,https://github.com/expressjs/csurf#readme
postmark,4.0.5,Official Node.js client library for the Postmark HTTP API - https://www.postmarkapp.com,Igor Balos,MIT,CLI Tool,2024-09-20,430,1596876,348,"79,49","21,14",https://www.npmjs.com/package/postmark,https://github.com/ActiveCampaign/postmark.js,http://ActiveCampaign.github.io/postmark.js
arktype,2.1.27,"TypeScript's 1:1 validator, optimized from editor to runtime",David Blass,MIT,Validation,2025-11-17,7,1588687,7300,"38,27","13,1",https://www.npmjs.com/package/arktype,https://github.com/arktypeio/arktype,https://github.com/arktypeio/arktype#readme
i18n,0.15.3,lightweight translation module with dynamic json storage,Marcus Spiegel,MIT,General,2025-10-30,25,1549954,3100,"123,97","34,34",https://www.npmjs.com/package/i18n,ssh://git@github.com/mashpie/i18n-node,http://github.com/mashpie/i18n-node
animejs,4.2.2,JavaScript animation engine,Julian Garnier,MIT,General,2025-10-07,48,1540859,65300,"90,26","30,76",https://www.npmjs.com/package/animejs,https://github.com/juliangarnier/anime,https://animejs.com
victory,37.3.6,Data viz for React,Formidable,MIT,Frontend Framework,2025-01-14,314,1474011,11200,"497,58","131,13",https://www.npmjs.com/package/victory,https://github.com/FormidableLabs/victory,https://commerce.nearform.com/open-source/victory
plotly.js,3.3.0,The open source javascript graphing library that powers plotly,"Plotly, Inc.",MIT,General,2025-11-14,10,1431291,2700,"63,8","9,03",https://www.npmjs.com/package/plotly.js,https://github.com/plotly/plotly.js,https://github.com/plotly/plotly.js#readme
alpinejs,3.15.2,"The rugged, minimal JavaScript framework",Caleb Porzio,MIT,General,2025-11-15,9,1393412,30677,"43,55","15,3",https://www.npmjs.com/package/alpinejs,https://github.com/alpinejs/alpine,https://alpinejs.dev
@remix-run/dev,2.17.2,Dev tools and CLI for Remix,Unknown,MIT,"Full-stack Framework, CLI Tool, Utility",2025-10-29,26,1390877,32001,532,0,https://www.npmjs.com/package/@remix-run/dev,https://github.com/remix-run/remix,https://remix.run
electron-log,5.4.3,Just a simple logging module for your Electron application,Alexey Prokhorov,MIT,General,2025-08-18,98,1320461,1400,"9,21","3,16",https://www.npmjs.com/package/electron-log,https://github.com/megahertz/electron-log,https://github.com/megahertz/electron-log#readme
tsc,2.0.4,A deprecated release of the TypeScript compiler,basaratali@gmail.com,MIT,Build Tool,2022-06-27,1246,1263404,5,"0,98","0,49",https://www.npmjs.com/package/tsc,https://github.com/basarat/tsc,https://github.com/basarat/tsc#readme
ksuid,3.0.0,Node.js implementation of K-Sortable Globally Unique IDs,Mark Wubben,MIT,UI Component,2022-05-07,1297,1237240,261,"3,14","1,5",https://www.npmjs.com/package/ksuid,https://github.com/novemberborn/ksuid,https://github.com/novemberborn/ksuid#readme
gatsby,5.15.0,Blazing fast modern site generator for React,Kyle Mathews,MIT,"Frontend Framework, Full-stack Framework",2025-11-24,0,1232892,55948,6990,0,https://www.npmjs.com/package/gatsby,https://github.com/gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby/tree/master/packages/gatsby#readme
typia,10.1.0,Superfast runtime validators with only one line,Jeongho Nam,MIT,"Database/ORM, UI Component, Validation",2025-11-24,0,1220119,5400,"14,9","2,64",https://www.npmjs.com/package/typia,https://github.com/samchon/typia,https://typia.io
phoenix,1.8.1,The official JavaScript client for the Phoenix web framework.,Chris McCord,MIT,"Web Framework, CLI Tool",2025-08-29,87,1217413,22600,"22,7","6,88",https://www.npmjs.com/package/phoenix,https://github.com/phoenixframework/phoenix,https://github.com/phoenixframework/phoenix#readme
type-graphql,2.0.0-rc.2,"Create GraphQL schema and resolvers with TypeScript, using classes and decorators!",Michał Lytek,MIT,"API Framework, Validation",2024-07-17,495,1180276,8089,"1,23","0,52",https://www.npmjs.com/package/type-graphql,https://github.com/MichalLytek/type-graphql,https://typegraphql.com
mikro-orm,6.6.0,"TypeScript ORM for Node.js based on Data Mapper, Unit of Work and Identity Map patterns. Supports MongoDB, MySQL, PostgreSQL and SQLite databases as well as usage with vanilla JavaScript.",Martin Adámek,MIT,Database/ORM,2025-11-24,0,1178080,8700,"0,27","0,2",https://www.npmjs.com/package/mikro-orm,ssh://git@github.com/mikro-orm/mikro-orm,https://mikro-orm.io
express-graphql,0.12.0,Production ready GraphQL HTTP middleware.,Unknown,MIT,"Web Framework, API Framework",2025-07-24,123,1152995,6289,"1344,86","439,5",https://www.npmjs.com/package/express-graphql,https://github.com/graphql/express-graphql,https://github.com/graphql/express-graphql
restify,11.1.0,REST framework,Mark Cavage,MIT,Web Framework,2025-10-13,42,1094781,10719,"850,38","256,13",https://www.npmjs.com/package/restify,https://github.com/restify/node-restify,http://restify.com
sanity,4.18.0,"Sanity is a real-time content infrastructure with a scalable, hosted backend featuring a Graph Oriented Query Language (GROQ), asset pipelines and fast edge caches",Sanity.io,MIT,"Real-time, CMS",2025-11-24,0,1082232,5900,21600,0,https://www.npmjs.com/package/sanity,https://github.com/sanity-io/sanity,https://www.sanity.io/
xo,1.2.3,JavaScript/TypeScript linter (ESLint wrapper) with great defaults,Sindre Sorhus,MIT,CLI Tool,2025-10-13,42,1071255,7900,"84,6",0,https://www.npmjs.com/package/xo,https://github.com/xojs/xo,https://github.com/xojs/xo#readme
parcel,2.16.1,"Blazing fast, zero configuration web application bundler",Unknown,MIT,Build Tool,2025-11-06,18,1056222,44000,"43,9",0,https://www.npmjs.com/package/parcel,https://github.com/parcel-bundler/parcel,https://github.com/parcel-bundler/parcel#readme
vue-server-renderer,2.7.16,server renderer for Vue 2.0,Evan You,MIT,Frontend Framework,2023-12-24,701,1054194,210000,"212,87","76,29",https://www.npmjs.com/package/vue-server-renderer,https://github.com/vuejs/vue,https://github.com/vuejs/vue/tree/dev/packages/vue-server-renderer#readme
semantic-ui-react,2.1.5,The official Semantic-UI-React integration.,Levi Thomason,MIT,"Frontend Framework, UI Component",2023-12-30,695,1039248,13300,"265,99","74,11",https://www.npmjs.com/package/semantic-ui-react,ssh://git@github.com/Semantic-Org/Semantic-UI-React,https://github.com/Semantic-Org/Semantic-UI-React#readme
ember-source,6.8.2,A JavaScript framework for creating ambitious web applications,Unknown,MIT,General,2025-11-19,5,991901,1,"403,6","104,28",https://www.npmjs.com/package/ember-source,https://github.com/emberjs/ember.js,https://emberjs.com/
velocity-animate,1.5.2,Accelerated JavaScript animation.,Unknown,MIT,UI Component,2022-06-28,1245,989407,17300,"43,64","15,54",https://www.npmjs.com/package/velocity-animate,https://github.com/julianshapiro/velocity,http://velocityjs.org
express-mongo-sanitize,2.2.0,Sanitize your express payload to prevent MongoDB operator injection.,Tom Spencer,MIT,"Web Framework, Database/ORM, Security",2025-01-11,317,986319,219,"1,24","0,62",https://www.npmjs.com/package/express-mongo-sanitize,https://github.com/fiznool/express-mongo-sanitize,https://github.com/fiznool/express-mongo-sanitize#readme
ably,2.14.0,"Realtime client library for Ably, the realtime messaging service",Unknown,Apache-2.0,"CLI Tool, Real-time",2025-10-02,53,986198,352,"175,26","47,21",https://www.npmjs.com/package/ably,https://github.com/ably/ably-js,https://github.com/ably/ably-js#readme
@sveltejs/adapter-node,5.4.0,Adapter for SvelteKit apps that generates a standalone Node server,Unknown,MIT,Frontend Framework,2025-10-15,40,975626,20000,"57,1",0,https://www.npmjs.com/package/@sveltejs/adapter-node,https://github.com/sveltejs/kit,https://svelte.dev/docs/kit/adapter-node
hbs,4.2.0,Express.js template engine plugin for Handlebars,Don Park,MIT,Web Framework,2025-05-14,194,970249,1700,"82,04","24,44",https://www.npmjs.com/package/hbs,https://github.com/pillarjs/hbs,https://github.com/pillarjs/hbs#readme
timeago.js,4.0.2,timeago.js is a simple library (only 1kb) to used to format datetime with `*** time ago` statement. eg: '3 hours ago'. localization supported.,hustcc,MIT,"Database/ORM, UI Component, State Management",2025-04-28,210,965485,225,"1,95","1,04",https://www.npmjs.com/package/timeago.js,https://github.com/hustcc/timeago.js,https://github.com/hustcc/timeago.js#readme
@sveltejs/adapter-static,3.0.10,Adapter for SvelteKit apps that prerenders your entire site as a collection of static files,Unknown,MIT,Frontend Framework,2025-10-02,53,951545,20000,"3,38","1,66",https://www.npmjs.com/package/@sveltejs/adapter-static,https://github.com/sveltejs/kit,https://svelte.dev/docs/kit/adapter-static
apollo-server,3.13.0,Production ready GraphQL Server,Apollo,MIT,API Framework,2024-10-25,395,945652,13925,"1147,51","356,33",https://www.npmjs.com/package/apollo-server,https://github.com/apollographql/apollo-server,https://github.com/apollographql/apollo-server#readme
@blueprintjs/core,6.3.4,Core styles & components,Palantir Technologies,Apache-2.0,UI Component,2025-11-06,18,941074,21400,"263,99","78,63",https://www.npmjs.com/package/@blueprintjs/core,ssh://git@github.com/palantir/blueprint,https://github.com/palantir/blueprint#readme
primereact,10.9.7,"PrimeReact is an open source UI library for React featuring a rich set of 90+ components, a theme designer, various theme alternatives such as Material, Bootstrap, Tailwind, premium templates and professional support. In addition, it integrates with Prime",PrimeTek Informatics,MIT,"Frontend Framework, Full-stack Framework, UI Component",2025-10-16,39,932133,8100,"1234,72","303,92",https://www.npmjs.com/package/primereact,https://github.com/primefaces/primereact,https://www.primereact.org
runtypes,7.0.4,Runtime validation for static types,Thomas Crockett,MIT,Validation,2025-02-05,292,925665,2700,"25,89","7,12",https://www.npmjs.com/package/runtypes,https://github.com/runtypes/runtypes,https://github.com/runtypes/runtypes#readme
pkg,5.8.1,Package your Node.js project into an executable,Unknown,MIT,General,2024-02-12,651,906246,24400,227,0,https://www.npmjs.com/package/pkg,https://github.com/vercel/pkg,https://github.com/vercel/pkg#readme
testcafe,3.7.2,Automated browser testing for the modern web development stack.,Developer Express Inc.,MIT,Testing,2025-10-09,46,860022,9900,"6929,03","1722,82",https://www.npmjs.com/package/testcafe,https://github.com/DevExpress/testcafe,https://testcafe.io/
bulma,1.0.4,Modern CSS framework based on Flexbox,Jeremy Thomas,MIT,General,2025-04-19,219,838983,50000,6970,0,https://www.npmjs.com/package/bulma,https://github.com/jgthms/bulma,https://bulma.io
objection,3.1.5,An SQL-friendly ORM for Node.js,Sami Koskimäki,MIT,"Database/ORM, Build Tool, UI Component",2024-09-25,425,837318,7300,"386,78","105,88",https://www.npmjs.com/package/objection,https://github.com/vincit/objection.js,https://github.com/vincit/objection.js#readme
payload,3.64.0,"Node, React, Headless CMS and Application Framework built on Next.js",Payload,MIT,"Frontend Framework, Full-stack Framework, API Framework, UI Component, CMS",2025-11-24,0,761597,39000,6330,0,https://www.npmjs.com/package/payload,https://github.com/payloadcms/payload,https://payloadcms.com
unbuild,3.6.1,A unified JavaScript build system,Unknown,MIT,"Build Tool, UI Component",2025-08-15,101,760923,2700,"66,9",0,https://www.npmjs.com/package/unbuild,https://github.com/unjs/unbuild,https://github.com/unjs/unbuild#readme
constate,3.3.3,Yet another React state management library that lets you work with local state and scale up to global state with ease,Diego Haz,MIT,"Frontend Framework, State Management",2025-04-01,237,739562,4000,"1,12","0,61",https://www.npmjs.com/package/constate,https://github.com/diegohaz/constate,https://github.com/diegohaz/constate#readme
pdf2pic,3.2.0,"A utility for converting pdf to image formats. Supports different outputs: directly to file, base64 or buffer.",Jacob Baring,MIT,"Database/ORM, Utility, UI Component",2025-05-27,181,735380,492,"45,31","14,57",https://www.npmjs.com/package/pdf2pic,https://github.com/yakovmeister/pdf2image,https://github.com/yakovmeister/pdf2image#readme
centrifuge,5.5.2,"JavaScript client SDK for bidirectional communication with Centrifugo and Centrifuge-based server from browser, NodeJS and React Native",Alexander Emelin,MIT,"Frontend Framework, CLI Tool, Real-time",2025-10-17,38,719368,467,"56,14","14,26",https://www.npmjs.com/package/centrifuge,https://github.com/centrifugal/centrifuge-js,https://github.com/centrifugal/centrifuge-js
inferno,9.0.5,"An extremely fast, React-like JavaScript library for building modern user interfaces",Dominic Gannaway,MIT,"Frontend Framework, Database/ORM, Build Tool, UI Component",2025-11-24,0,704954,16397,"23,45","8,42",https://www.npmjs.com/package/inferno,https://github.com/infernojs/inferno,https://github.com/infernojs/inferno#readme
wretch,3.0.3,A tiny wrapper built around fetch with an intuitive syntax.,Julien Elbaz,MIT,UI Component,2025-11-10,14,702709,5100,"4,18","1,76",https://www.npmjs.com/package/wretch,https://github.com/elbywan/wretch,https://elbywan.github.io/wretch
mailgun-js,0.22.0,Simple Node.js helper module for Mailgun API,Bojan Djurkovic,MIT,Utility,2023-05-24,915,701812,893,"842,4","307,11",https://www.npmjs.com/package/mailgun-js,https://github.com/bojand/mailgun-js,https://github.com/bojand/mailgun-js
oclif,4.22.50,oclif: create your own CLI,Salesforce,MIT,CLI Tool,2025-11-23,1,692016,9400,282,0,https://www.npmjs.com/package/oclif,https://github.com/oclif/oclif,https://github.com/oclif/oclif
director,1.2.8,A client Side/Server Side Router,Charlie Robbins,N/A,CLI Tool,2022-06-15,1258,680091,5600,"11,11","3,86",https://www.npmjs.com/package/director,http://github.com/flatiron/director,https://github.com/flatiron/director
memcached,2.2.2,"A fully featured Memcached API client, supporting both single and clustered Memcached servers through consistent hashing and failover/failure. Memcached is rewrite of nMemcached, which will be deprecated in the near future.",Arnout Kazemier,MIT,"Database/ORM, CLI Tool",2023-11-07,748,641999,1300,"30,61","9,79",https://www.npmjs.com/package/memcached,ssh://git@github.com/3rd-Eden/node-memcached,https://github.com/3rd-Eden/node-memcached#readme
forever,4.0.3,A simple CLI tool for ensuring that a given node script runs continuously (i.e. forever),Charlie Robbins,MIT,"CLI Tool, Utility",2024-08-09,472,620433,13900,"719,99","204,61",https://www.npmjs.com/package/forever,https://github.com/foreverjs/forever,https://github.com/foreverjs/forever#readme
stimulus,3.2.2,Stimulus JavaScript framework,"Basecamp, LLC",MIT,General,2023-08-07,840,596515,13000,"45,03","10,88",https://www.npmjs.com/package/stimulus,https://stimulus.hotwired.dev,N/A
pg-boss,12.3.1,Queueing jobs in Postgres from Node.js like a boss,timgit,MIT,Database/ORM,2025-11-24,0,587759,2900,"242,67","68,53",https://www.npmjs.com/package/pg-boss,https://github.com/timgit/pg-boss,https://timgit.github.io/pg-boss
nightwatch,3.12.3,Easy to use Node.js based end-to-end testing solution for web applications using the W3C WebDriver API.,Andrei Rusu,MIT,"Testing, UI Component",2025-10-28,27,576841,11900,1920,0,https://www.npmjs.com/package/nightwatch,https://github.com/nightwatchjs/nightwatch,https://nightwatchjs.org
@strapi/strapi,5.31.2,"An open source headless CMS solution to create and manage your own API. It provides a powerful dashboard and features to make your life easier. Databases supported: MySQL, MariaDB, PostgreSQL, SQLite",Strapi Solutions SAS,SEE LICENSE IN LICENSE,"Web Framework, Frontend Framework, API Framework, Database/ORM, Security, CMS",2025-11-22,2,574946,70500,1130,0,https://www.npmjs.com/package/@strapi/strapi,https://github.com/strapi/strapi,https://strapi.io
agenda,5.0.0,Light weight job scheduler for Node.js,Ryan Schmukler,MIT,General,2024-10-04,416,564223,9600,"1951,56","366,39",https://www.npmjs.com/package/agenda,https://github.com/agenda/agenda,N/A
create-react-app,5.1.0,Create React apps with no build configuration.,Unknown,MIT,"Frontend Framework, Build Tool, UI Component",2025-05-07,201,539454,103865,"486,33","139,81",https://www.npmjs.com/package/create-react-app,https://github.com/facebook/create-react-app,https://github.com/facebook/create-react-app#readme
rsuite,6.0.0,A suite of react components,React Suite Team,MIT,"Frontend Framework, UI Component",2025-11-21,3,510509,8600,"631,83","188,4",https://www.npmjs.com/package/rsuite,ssh://git@github.com/rsuite/rsuite,https://rsuitejs.com
nextra,4.6.0,Next.js and MDX based site generator.,Unknown,MIT,Full-stack Framework,2025-10-02,53,492710,13400,403,0,https://www.npmjs.com/package/nextra,https://github.com/shuding/nextra,https://github.com/shuding/nextra#readme
html-pdf,3.0.1,HTML to PDF converter that uses phantomjs,Marc Bachmann,MIT,General,2025-07-24,123,484156,3600,"3,14","1,27",https://www.npmjs.com/package/html-pdf,https://github.com/marcbachmann/node-html-pdf,https://github.com/marcbachmann/node-html-pdf
hpp,0.2.3,Express middleware to protect against HTTP Parameter Pollution attacks,Nicolai Kamenzky,ISC,"Web Framework, Security",2022-06-18,1255,472934,401,"155,79","25,42",https://www.npmjs.com/package/hpp,https://github.com/analog-nico/hpp,https://github.com/analog-nico/hpp
email-templates,12.0.3,"Create, preview (browser/iOS Simulator), and send custom email templates for Node.js. Made for Forward Email and Lad.",Nick Baugh,MIT,"Web Framework, Frontend Framework",2025-06-05,172,461653,3700,"49,4",0,https://www.npmjs.com/package/email-templates,https://github.com/forwardemail/email-templates,https://github.com/forwardemail/email-templates
fetch,1.1.0,Fetch URL contents,Andris Reinman,MIT,General,2022-06-18,1255,443387,177,"269,87","152,65",https://www.npmjs.com/package/fetch,https://github.com/andris9/fetch,http://github.com/andris9/fetch
@planetscale/database,1.19.0,A Fetch API-compatible PlanetScale database driver,PlanetScale,Apache-2.0,"Database/ORM, Build Tool",2025-09-04,81,439420,1200,"4,9","2,01",https://www.npmjs.com/package/@planetscale/database,https://github.com/planetscale/database-js,https://github.com/planetscale/database-js#readme
documentation,14.0.3,a documentation generator,Tom MacWright,ISC,"Database/ORM, UI Component",2024-01-30,664,434969,5800,1880,0,https://www.npmjs.com/package/documentation,ssh://git@github.com/documentationjs/documentation,https://documentation.js.org
glamor,2.20.40,inline css for component systems,Sunil Pai,MIT,UI Component,2022-06-18,1255,410764,3700,"29,65","8,84",https://www.npmjs.com/package/glamor,https://github.com/threepointone/glamor,https://github.com/threepointone/glamor
chartist,1.5.0,"Simple, responsive charts",Gion Kunz,MIT OR WTFPL,General,2025-09-30,55,397741,13400,"38,37","11,98",https://www.npmjs.com/package/chartist,https://github.com/chartist-js/chartist,https://chartist.dev
foundation-sites,6.9.0,The most advanced responsive front-end framework in the world.,Foundation Yetinauts,MIT,Utility,2024-09-27,423,392642,29800,"141,52","34,75",https://www.npmjs.com/package/foundation-sites,https://github.com/foundation/foundation-sites,https://get.foundation/sites
bookshelf,1.2.0,"A lightweight ORM for PostgreSQL, MySQL, and SQLite3",Tim Griesser,MIT,Database/ORM,2022-06-13,1260,390050,6400,"201,14","61,14",https://www.npmjs.com/package/bookshelf,https://github.com/bookshelf/bookshelf,https://bookshelfjs.org
slonik,48.8.5,"A Node.js PostgreSQL client with strict types, detailed logging and assertions.",Gajus Kuizinas,BSD-3-Clause,"Database/ORM, CLI Tool",2025-11-23,1,387424,4900,873,0,https://www.npmjs.com/package/slonik,https://github.com/gajus/slonik,https://github.com/gajus/slonik#readme
microbundle,0.15.1,"Zero-configuration bundler for tiny JS libs, powered by Rollup.",Jason Miller,MIT,Build Tool,2022-08-12,1200,380934,8100,344,0,https://www.npmjs.com/package/microbundle,https://github.com/developit/microbundle,https://github.com/developit/microbundle#readme
@feathersjs/feathers,5.0.37,A framework for real-time applications and REST API with JavaScript and TypeScript,Feathers contributors,MIT,"API Framework, Real-time",2025-11-10,14,370379,15227,"17,12","5,04",https://www.npmjs.com/package/@feathersjs/feathers,https://github.com/feathersjs/feathers,http://feathersjs.com
mercurius,16.6.0,Fastify GraphQL adapter with subscription support,Matteo Collina,MIT,"Web Framework, API Framework",2025-11-13,11,355933,2462,709,0,https://www.npmjs.com/package/mercurius,https://github.com/mercurius-js/mercurius,https://mercurius.dev
radium,0.26.2,A set of tools to manage inline styles on React elements,Unknown,MIT,"Frontend Framework, Utility",2024-01-02,692,347493,7400,"70,39","18,12",https://www.npmjs.com/package/radium,https://github.com/formidablelabs/radium,https://github.com/formidablelabs/radium
c3,0.7.20,D3-based reusable chart library,Unknown,MIT,General,2022-06-13,1260,343755,9400,"461,86","126,73",https://www.npmjs.com/package/c3,https://github.com/c3js/c3,https://github.com/c3js/c3#readme
@builder.io/sdk,6.1.3,This SDK is largely a wrapper over our [Content API](https://www.builder.io/c/docs/content-api),Unknown,MIT,"Build Tool, UI Component",2025-11-17,7,325477,8500,"47,84","13,75",https://www.npmjs.com/package/@builder.io/sdk,https://github.com/BuilderIO/builder,https://github.com/BuilderIO/builder#readme
lucia,3.2.2,A simple and flexible authentication library,pilcrowonpaper,MIT,Security,2025-06-06,171,307648,10400,"9,64","3,5",https://www.npmjs.com/package/lucia,https://github.com/pilcrowOnPaper/lucia,https://github.com/pilcrowOnPaper/lucia#readme
typebox,1.0.55,Json Schema Type Builder with Static Type Resolution for TypeScript,sinclairzx81,MIT,"Build Tool, UI Component, Validation",2025-11-20,4,299515,6200,"186,18","35,27",https://www.npmjs.com/package/typebox,https://github.com/sinclairzx81/typebox,https://github.com/sinclairzx81/typebox#readme
vuepress,1.9.10,Minimalistic doc generator with Vue component based layout system,Evan You,MIT,"Frontend Framework, UI Component",2025-11-06,18,262622,22800,"14,5",0,https://www.npmjs.com/package/vuepress,https://github.com/vuejs/vuepress,https://github.com/vuejs/vuepress#readme
docsify,4.13.1,A magical documentation generator.,qingwei-li,MIT,General,2025-09-05,80,260143,30700,"159,15","47,62",https://www.npmjs.com/package/docsify,https://github.com/docsifyjs/docsify,https://docsify.js.org
node-dev,8.0.0,Restarts your app when files are modified,Felix Gnass,MIT,General,2023-08-05,842,255494,2300,"83,13","25,24",https://www.npmjs.com/package/node-dev,ssh://git@github.com/fgnass/node-dev,https://github.com/fgnass/node-dev#readme
effector,23.4.4,Business logic with ease,Zero Bias,MIT,"Frontend Framework, State Management",2025-09-11,74,224155,4800,"30,4","12,48",https://www.npmjs.com/package/effector,https://github.com/effector/effector,https://effector.dev
gluegun,5.2.2,A delightful toolkit for building Node-powered CLIs.,"Infinite Red, Inc.",MIT,"Build Tool, CLI Tool, Utility, UI Component",2025-11-24,0,217929,3000,"512,98","162,59",https://www.npmjs.com/package/gluegun,https://github.com/infinitered/gluegun,https://github.com/infinitered/gluegun#readme
esdoc,1.1.0,Good Documentation Generator For JavaScript,h13i32maru,MIT,General,2022-06-17,1256,202323,2700,"524,99","138,48",https://www.npmjs.com/package/esdoc,https://github.com/esdoc/esdoc,https://esdoc.org/
moleculer,0.14.35,Fast & powerful microservices framework for Node.JS,MoleculerJS,MIT,General,2025-10-09,46,195429,6349,"616,24","159,13",https://www.npmjs.com/package/moleculer,https://github.com/moleculerjs/moleculer,https://github.com/moleculerjs/moleculer#readme
@adonisjs/core,6.19.1,Core of AdonisJS,Harminder Virk,MIT,General,2025-11-08,16,193552,18429,295,0,https://www.npmjs.com/package/@adonisjs/core,https://github.com/adonisjs/core,https://github.com/adonisjs/core#readme
vest,5.4.6,Declarative Form Validations Framework,ealush,MIT,"Frontend Framework, Database/ORM, Testing, UI Component, Validation",2025-02-09,288,191458,2600,"35,46","11,63",https://www.npmjs.com/package/vest,https://github.com/ealush/vest,N/A
vorpal,1.12.0,Node's first framework for building immersive CLI apps.,dthree,MIT,"Build Tool, CLI Tool, UI Component",2024-10-22,398,188724,5600,"369,83","115,27",https://www.npmjs.com/package/vorpal,https://github.com/dthree/vorpal,https://github.com/dthree/vorpal#readme
theme-ui,0.17.2,The Design Graph Framework,Brent Jackson,MIT,UI Component,2025-02-14,283,187678,5400,"28,66","8,75",https://www.npmjs.com/package/theme-ui,https://github.com/system-ui/theme-ui,https://github.com/system-ui/theme-ui#readme
vinxi,0.5.8,"<p align=""center""> <h1 align=""center"" ><img src=""/docs/public/logo.png"" width=""196"" /></h1> <p align=""center"">  <i>The JavaScript SDK to build full stack apps and frameworks with your own opinions.<br>powered by <code><a href=""https://github.com/vit",Nikhil Saraf,MIT,"Build Tool, UI Component",2025-06-29,148,184033,2700,326,0,https://www.npmjs.com/package/vinxi,https://github.com/nksaraf/vinxi,https://github.com/nksaraf/vinxi#readme
react-jsonschema-form,1.8.1,A simple React component capable of building HTML forms out of a JSON schema.,Nicolas Perriault,Apache-2.0,"Frontend Framework, Database/ORM, Build Tool, UI Component, Validation",2023-02-28,1000,178960,15400,"253,43","69,41",https://www.npmjs.com/package/react-jsonschema-form,https://github.com/mozilla-services/react-jsonschema-form,https://github.com/mozilla-services/react-jsonschema-form#readme
analog,0.2.3,Analog imperfections for your digital images.,Unknown,N/A,General,2024-12-16,343,24,1,"3,73","1,43",https://www.npmjs.com/package/analog,https://github.com/trusktr/node-analog,https://github.com/trusktr/node-analog
supervisor,0.12.0,A supervisor program for running nodejs programs,Isaac Z. Schlueter,MIT,General,2023-08-05,842,172207,3700,"7,78","3,12",https://www.npmjs.com/package/supervisor,https://github.com/petruisfan/node-supervisor,https://github.com/petruisfan/node-supervisor/
bree,9.2.4,"The best job scheduler for Node.js and JavaScript with cron, dates, ms, later, and human-friendly support. Works in Node v12.17.0+, uses worker threads to spawn sandboxed processes, and supports async/await, retries, throttling, concurrency, and cancelab",Nick Baugh,MIT,"Web Framework, Database/ORM",2024-08-06,475,164826,3200,"154,44","45,04",https://www.npmjs.com/package/bree,https://github.com/breejs/bree,https://github.com/breejs/bree
grommet,2.51.0,focus on the essential experience,Unknown,Apache-2.0,"Frontend Framework, UI Component",2025-11-13,11,162146,8400,9170,0,https://www.npmjs.com/package/grommet,https://github.com/grommet/grommet,http://grommet.io
bee-queue,1.7.1,"A simple, fast, robust job/task queue, backed by Redis.",Lewis J Ellis,MIT,General,2023-11-11,744,157441,4000,"124,66","30,87",https://www.npmjs.com/package/bee-queue,https://github.com/bee-queue/bee-queue,https://github.com/bee-queue/bee-queue
page,1.11.6,Tiny client-side router,Unknown,MIT,CLI Tool,2023-11-07,748,157326,7700,"11,09","3,96",https://www.npmjs.com/package/page,https://github.com/visionmedia/page.js,https://github.com/visionmedia/page.js#readme
caporal,1.4.0,A full-featured framework for building command line applications (cli) with node.js,Matthias ETIENNE,MIT,"Build Tool, CLI Tool, UI Component",2022-06-13,1260,157037,3500,"479,21","135,06",https://www.npmjs.com/package/caporal,https://github.com/mattallty/Caporal.js,https://github.com/mattallty/Caporal.js
